Transaction_Id,Merchant_Id,Merchant_Name,Product_Category,Transaction_Fees,Transaction_Status,Product_Amount
877C0FC1,MERCH_0149,Uber Eats,Food Delivery,40.47,Successful,7012.4
9B4312A2,MERCH_0284,Mahanagar Gas,Gas Bill,1.28,Successful,6464.24
20CA6543,MERCH_0390,ICICI Bank,Loan Repayment,21.55,Successful,9828.97
866C66B0,MERCH_0591,Rapido,Taxi Fare,46.72,Successful,4849.13
783022A5,MERCH_0619,Rapido,Taxi Fare,29.32,Successful,7078.24
3044006D,MERCH_0285,Netflix,Streaming Service,21.57,Successful,748.75
C64C9431,MERCH_0302,BSNL Broadband,Internet Bill,11.53,Successful,615.89
5ACA1931,MERCH_0829,Rapido,Taxi Fare,39.0,Successful,96.7
A9356E2D,MERCH_0119,Minecraft,Gaming Credits,49.55,Successful,8716.7
C6DBD684,MERCH_0480,Myntra,Online Shopping,39.58,Successful,3771.14
6D684943,MERCH_0624,Flipkart Supermart,Grocery Shopping,22.93,Successful,6031.6
D3495957,MERCH_0601,Reliance Energy,Electricity Bill,13.2,Successful,8108.09
5AA196DF,MERCH_0437,Chennai Metro Water,Water Bill,27.19,Successful,3424.46
373E20B9,MERCH_0681,Hathway,Internet Bill,18.2,Successful,2896.65
8201B4A9,MERCH_0819,Mahanagar Gas,Gas Bill,16.75,Successful,9067.49
6EA4A826,MERCH_0513,Amazon Prime,Streaming Service,32.07,Successful,1188.69
23B2FCB6,MERCH_0544,Housing.com,Rent Payment,12.92,Successful,2938.73
10B08A73,MERCH_0152,Vodafone,Mobile Recharge,14.73,Successful,2189.95
BFA9798A,MERCH_0005,Amazon Pay,Gift Card,38.55,Successful,4691.67
93778797,MERCH_0049,Foodpanda,Food Delivery,41.42,Successful,857.92
666D31DA,MERCH_0211,Nykaa,Online Shopping,31.98,Successful,8391.75
C3FFD155,MERCH_0822,Mumbai Water,Water Bill,9.06,Successful,9128.09
5BFA32C5,MERCH_0526,SPI Cinemas,Movie Ticket,10.67,Successful,3426.77
2A9477E4,MERCH_0255,Hotstar,Streaming Service,31.15,Successful,8125.43
CC0BA380,MERCH_0717,Cinepolis,Movie Ticket,10.27,Successful,6496.05
937EA2BC,MERCH_0188,Cinepolis,Movie Ticket,2.7,Successful,1422.16
F94EFC68,MERCH_0025,MakeMyTrip,Flight Booking,14.38,Successful,7018.18
0F0EE41A,MERCH_0836,HDFC Life,Insurance Premium,16.36,Successful,7061.81
A0FBBFF8,MERCH_0059,Reliance Energy,Electricity Bill,27.96,Successful,4136.44
E204F872,MERCH_0086,SBI,Loan Repayment,44.44,Failed,4527.36
FE525678,MERCH_0914,Bajaj Finserv,Loan Repayment,1.59,Successful,7892.35
B2C258BB,MERCH_0536,Vodafone,Mobile Recharge,16.31,Successful,2668.82
D897B708,MERCH_0028,Udemy,Education Fee,6.53,Successful,8739.5
7B68998F,MERCH_0292,Yatra,Flight Booking,18.86,Successful,5080.37
6FAEF832,MERCH_0796,Jio,Mobile Recharge,5.48,Successful,8451.05
46447C57,MERCH_0924,Goibibo,Bus Ticket,36.32,Successful,12.86
DBDD2A0C,MERCH_0426,BigBasket,Grocery Shopping,18.06,Successful,1445.33
4CF9C225,MERCH_0599,Hyderabad Water Board,Water Bill,5.49,Successful,3635.8
722ACC23,MERCH_0376,Jio Fiber,Internet Bill,13.75,Successful,9480.13
47C2AA95,MERCH_0783,Goibibo,Bus Ticket,21.91,Successful,7517.7
9D9503CD,MERCH_0557,Jio Fiber,Internet Bill,43.56,Successful,2207.77
4EF97D92,MERCH_0183,Uber Eats,Food Delivery,2.87,Successful,3366.31
76411EB6,MERCH_0193,Nestaway,Rent Payment,31.05,Successful,1238.04
83719B09,MERCH_0351,ZEE5,Streaming Service,6.08,Successful,6361.03
C62A1A6C,MERCH_0314,Domino's,Food Delivery,36.57,Successful,2966.49
EEF0EC78,MERCH_0491,Uber Eats,Food Delivery,40.07,Successful,8591.59
BC531E39,MERCH_0180,Coursera,Education Fee,47.31,Successful,4804.37
6F247193,MERCH_0756,Bangalore Water Supply,Water Bill,23.8,Successful,7572.76
8C5F4FA8,MERCH_0437,Hotstar,Streaming Service,33.2,Successful,5841.56
29F43AE0,MERCH_0264,Reliance Energy,Electricity Bill,40.23,Successful,5060.4
69852DA3,MERCH_0406,Coursera,Education Fee,37.49,Successful,6696.57
E6B75594,MERCH_0848,Chennai Metro Water,Water Bill,24.65,Successful,6139.37
E4E06D74,MERCH_0572,Vodafone,Mobile Recharge,24.2,Successful,311.14
6CD180F1,MERCH_0034,BigBasket,Grocery Shopping,38.1,Successful,4241.54
56DF4426,MERCH_0345,Grofers,Grocery Shopping,35.34,Successful,9425.57
824F8B67,MERCH_0969,Shoppers Stop,Gift Card,20.48,Successful,2356.93
FA48C4E7,MERCH_0606,Snapdeal,Online Shopping,23.91,Successful,7395.31
92BFC69E,MERCH_1000,CESC,Electricity Bill,34.42,Successful,7602.07
8D1428CB,MERCH_0844,ZEE5,Streaming Service,6.01,Successful,6337.18
BFFF01FD,MERCH_0482,Ola,Taxi Fare,6.02,Successful,3692.3
0417B394,MERCH_0943,Grofers,Grocery Shopping,35.62,Failed,1142.21
06CE6A70,MERCH_0453,Unacademy,Education Fee,45.46,Successful,285.88
3A534CAF,MERCH_0801,Adani Gas,Gas Bill,18.27,Successful,4850.57
2ABE84F3,MERCH_0827,Shoppers Stop,Gift Card,17.73,Successful,2561.56
2C46AB5A,MERCH_0941,BSNL,Mobile Recharge,31.44,Successful,7444.55
8D3FCFF9,MERCH_0142,Hotstar,Streaming Service,48.36,Successful,4107.54
AADCDECC,MERCH_0815,Lifestyle,Gift Card,11.22,Successful,8138.42
16F56A5F,MERCH_0581,Jugnoo,Taxi Fare,14.2,Successful,7753.32
244F408A,MERCH_0244,BSES,Electricity Bill,34.59,Successful,401.62
846463D6,MERCH_0201,PUBG Mobile,Gaming Credits,10.88,Successful,9798.21
FBDE7F5E,MERCH_0591,Max Life,Insurance Premium,30.47,Successful,3219.31
6864B904,MERCH_0037,Axis Bank,Loan Repayment,38.64,Successful,7838.24
B68C74D4,MERCH_0852,Bajaj Finserv,Loan Repayment,6.98,Successful,9563.15
1B8A151B,MERCH_0405,Jio,Mobile Recharge,14.71,Successful,8770.44
86586CED,MERCH_0120,Ola,Taxi Fare,44.56,Successful,5436.1
CD843CC4,MERCH_0743,PUBG Mobile,Gaming Credits,34.38,Successful,2008.49
78B81362,MERCH_0605,HDFC Life,Insurance Premium,40.69,Successful,159.65
475AE117,MERCH_0716,Myntra,Online Shopping,12.31,Successful,9479.03
17644A73,MERCH_0258,Amazon Prime,Streaming Service,1.44,Successful,808.63
1FC9B5E7,MERCH_0585,Reliance Energy,Electricity Bill,24.59,Successful,4637.33
1BAA999E,MERCH_0270,Ixigo,Flight Booking,46.3,Successful,6639.25
228847CC,MERCH_0723,Uber Eats,Food Delivery,16.61,Successful,4260.66
53DC933F,MERCH_0829,Airbnb,Hotel Booking,42.68,Successful,8409.93
C53C8F5C,MERCH_0290,Airtel Broadband,Internet Bill,46.04,Successful,5217.66
4C90BB3B,MERCH_0905,Jio,Mobile Recharge,19.26,Successful,4156.3
8C4A1DA4,MERCH_0263,Mumbai Water,Water Bill,41.54,Successful,8952.34
C88EF3ED,MERCH_0984,ICICI Bank,Loan Repayment,33.75,Successful,8459.5
94E74A34,MERCH_0335,Airtel,Mobile Recharge,48.46,Successful,7881.82
71F60E3C,MERCH_0176,Tata Power,Electricity Bill,19.26,Successful,1377.65
9A4EDA85,MERCH_0968,Fab Hotels,Hotel Booking,6.78,Successful,2910.3
318775F8,MERCH_0061,Airtel Broadband,Internet Bill,19.52,Failed,7160.72
FA69B2AB,MERCH_0394,PUBG Mobile,Gaming Credits,14.28,Successful,5617.83
4D1FD4C1,MERCH_0082,Vedantu,Education Fee,20.89,Successful,1131.67
22D07DF2,MERCH_0503,SBI,Loan Repayment,37.06,Successful,9082.41
E99BF8EE,MERCH_0118,Netflix,Streaming Service,44.27,Failed,5324.86
30C5A168,MERCH_0577,SBI,Loan Repayment,9.73,Successful,2386.99
2D139EDB,MERCH_0257,Flipkart,Online Shopping,4.23,Successful,856.1
13E57DFD,MERCH_0552,Shoppers Stop,Gift Card,31.96,Successful,306.79
FB5D8EE8,MERCH_0175,Airtel Broadband,Internet Bill,34.77,Successful,1197.19
0FA3EAD3,MERCH_0139,Unacademy,Education Fee,19.32,Successful,1136.18
1E6B10B2,MERCH_0631,Shoppers Stop,Gift Card,5.14,Successful,9532.34
FE9560E5,MERCH_0988,Reliance Energy,Electricity Bill,28.03,Successful,1266.71
D5EFE40C,MERCH_0995,Snapdeal,Online Shopping,42.61,Successful,8304.95
D0BEFA55,MERCH_0228,Mahanagar Gas,Gas Bill,7.96,Successful,8833.85
C0559EC4,MERCH_0825,Minecraft,Gaming Credits,20.72,Successful,4931.17
8FEFF990,MERCH_0457,MakeMyTrip,Flight Booking,20.99,Successful,7373.47
0D709859,MERCH_0960,Axis Bank,Loan Repayment,48.4,Successful,4045.53
F9CA2B21,MERCH_0130,Pantaloons,Gift Card,21.24,Successful,3895.7
86F27294,MERCH_0658,Unacademy,Education Fee,28.56,Successful,5909.45
AAEDAE88,MERCH_0657,Paytm Bus,Bus Ticket,38.06,Successful,1617.22
1D91A53A,MERCH_0730,Jio Fiber,Internet Bill,22.0,Successful,1362.66
567BB0E2,MERCH_0834,Amazon,Online Shopping,45.6,Successful,4473.63
C65659B7,MERCH_0170,Gujarat Gas,Gas Bill,3.04,Successful,5756.92
7A92C0A1,MERCH_0349,Yatra,Flight Booking,38.25,Successful,4832.85
3CFE96D8,MERCH_0785,Minecraft,Gaming Credits,18.65,Successful,2981.17
4DC2AC6E,MERCH_0913,Nature's Basket,Grocery Shopping,22.29,Successful,1166.92
D6CC8337,MERCH_0835,SBI Life,Insurance Premium,28.09,Successful,2237.63
E24D36E9,MERCH_0004,Shoppers Stop,Gift Card,39.95,Successful,598.18
A98EFD29,MERCH_0918,NoBroker,Rent Payment,1.97,Successful,9274.76
DBE6994A,MERCH_0959,ACT Fibernet,Internet Bill,4.87,Successful,9477.5
E8FB8C65,MERCH_0640,Snapdeal,Online Shopping,45.25,Successful,5155.7
FD2B1891,MERCH_0509,Swiggy,Food Delivery,13.81,Successful,372.37
0818BADE,MERCH_0436,Minecraft,Gaming Credits,4.81,Failed,8107.72
23367A30,MERCH_0902,Axis Bank,Loan Repayment,19.25,Pending,9491.63
FDDC8A9F,MERCH_0415,Gujarat Gas,Gas Bill,6.73,Successful,3218.18
73F30F4C,MERCH_0061,Unacademy,Education Fee,37.44,Successful,3589.73
3F9F4DA0,MERCH_0293,BYJU'S,Education Fee,23.07,Successful,5864.16
53E8F8AE,MERCH_0326,Swiggy,Food Delivery,11.53,Successful,945.04
088A744F,MERCH_0224,Rapido,Taxi Fare,48.04,Successful,3652.06
FA2E1F4D,MERCH_0963,Fab Hotels,Hotel Booking,7.11,Successful,3555.68
E1D470DD,MERCH_0430,Yatra,Flight Booking,12.65,Successful,5752.3
3661758F,MERCH_0232,Mumbai Water,Water Bill,19.81,Successful,2638.98
1F6334E3,MERCH_0400,OYO Rooms,Hotel Booking,4.73,Successful,3920.15
53F311EC,MERCH_0461,Mumbai Water,Water Bill,13.34,Successful,3677.16
4074FC74,MERCH_0989,Jio,Mobile Recharge,25.8,Successful,8516.79
910A901A,MERCH_0983,EaseMyTrip,Flight Booking,17.5,Successful,2380.44
DAB8DB8E,MERCH_0168,Flipkart,Gift Card,48.92,Successful,6063.0
D200257D,MERCH_0118,Cleartrip,Flight Booking,38.2,Successful,1902.67
331661A8,MERCH_0258,Uber Eats,Food Delivery,12.11,Successful,3754.59
CD6A779A,MERCH_0412,Adani Gas,Gas Bill,2.08,Successful,6107.51
A9351C6C,MERCH_0034,Paytm Bus,Bus Ticket,12.87,Successful,428.94
5A108E4B,MERCH_0283,ZEE5,Streaming Service,4.77,Successful,682.42
7D5DDF66,MERCH_0473,Reliance Energy,Electricity Bill,3.97,Successful,8583.88
058012AA,MERCH_0369,EaseMyTrip,Flight Booking,30.28,Successful,9212.94
A5980A25,MERCH_0510,Bharat Gas,Gas Bill,49.82,Failed,916.85
BBFFEE66,MERCH_0996,Gujarat Gas,Gas Bill,25.36,Successful,1648.58
DE7EB810,MERCH_0434,Treebo,Hotel Booking,26.39,Successful,2443.03
3D14C507,MERCH_0266,Airtel,Mobile Recharge,23.33,Successful,6962.62
543A8050,MERCH_0172,Max Life,Insurance Premium,35.06,Successful,377.52
030D2EF3,MERCH_0033,Myntra,Online Shopping,37.2,Failed,8153.9
355C6A4C,MERCH_0727,Nykaa,Online Shopping,46.25,Successful,9726.17
300DBBE9,MERCH_0743,Hotstar,Streaming Service,49.65,Successful,6574.17
AA200192,MERCH_0140,CESC,Electricity Bill,9.73,Successful,2735.56
22E3DEDE,MERCH_0131,SPI Cinemas,Movie Ticket,41.03,Successful,2295.83
32B6D29E,MERCH_0711,MakeMyTrip Bus,Bus Ticket,22.11,Successful,3760.0
E445A4EF,MERCH_0202,Netflix,Streaming Service,37.27,Successful,8716.43
1DB3F7BB,MERCH_0396,BSES,Electricity Bill,29.1,Successful,6195.65
0C6BBAC9,MERCH_0883,Airbnb,Hotel Booking,1.42,Successful,4332.15
850423DE,MERCH_0750,Indraprastha Gas,Gas Bill,34.31,Successful,1447.42
D98C0335,MERCH_0473,Netflix,Streaming Service,14.57,Successful,66.4
45A29B4F,MERCH_0117,LIC,Insurance Premium,16.01,Successful,7631.8
DA115F81,MERCH_0459,Myntra,Online Shopping,15.17,Successful,7364.1
DDC35854,MERCH_0606,AbhiBus,Bus Ticket,45.93,Successful,2920.61
414A2ADE,MERCH_0675,OYO Rooms,Hotel Booking,39.5,Successful,6417.39
06F2E884,MERCH_0036,Udemy,Education Fee,47.74,Successful,2173.06
202331F4,MERCH_0114,Lifestyle,Gift Card,33.17,Successful,3366.2
8C00CBAA,MERCH_0048,OYO Life,Rent Payment,37.37,Successful,7496.7
0C7AB0CF,MERCH_0518,BSNL,Mobile Recharge,16.86,Successful,8172.63
6EE77766,MERCH_0067,Bangalore Water Supply,Water Bill,35.15,Successful,4275.89
CD4811F6,MERCH_0212,Cinepolis,Movie Ticket,36.0,Successful,5413.79
EF251056,MERCH_0767,CESC,Electricity Bill,9.23,Failed,3969.47
30FBD85D,MERCH_0563,Swiggy,Food Delivery,7.8,Successful,2385.83
A6DCCF18,MERCH_0798,Gujarat Gas,Gas Bill,23.88,Successful,836.49
545C79A8,MERCH_0435,Hotstar,Streaming Service,7.77,Successful,4402.89
7260B278,MERCH_0995,MakeMyTrip,Hotel Booking,46.04,Successful,7514.41
BCA4E221,MERCH_0481,HDFC Life,Insurance Premium,12.64,Successful,8498.91
7180C8BE,MERCH_0451,Domino's,Food Delivery,21.82,Successful,1786.58
17968740,MERCH_0022,Unacademy,Education Fee,5.05,Successful,1235.83
BEFC7860,MERCH_0350,PUBG Mobile,Gaming Credits,43.31,Successful,4687.13
8ACA17C9,MERCH_0024,OYO Rooms,Hotel Booking,46.28,Successful,4701.07
2FB9233B,MERCH_0899,Max Life,Insurance Premium,33.54,Successful,5165.97
1E037915,MERCH_0093,OYO Rooms,Hotel Booking,38.97,Successful,1374.3
9BC8B2DD,MERCH_0739,MakeMyTrip,Flight Booking,40.51,Successful,933.09
534FBD9E,MERCH_0083,Idea,Mobile Recharge,20.8,Successful,9254.17
21F6F00E,MERCH_0513,Myntra,Online Shopping,12.2,Successful,1033.68
027645A5,MERCH_0403,Grofers,Grocery Shopping,5.81,Successful,5652.04
E889545C,MERCH_0734,Myntra,Online Shopping,41.81,Successful,6993.78
F5878FD7,MERCH_0793,Axis Bank,Loan Repayment,34.72,Successful,8134.71
BE7FFBF2,MERCH_0797,NoBroker,Rent Payment,42.58,Successful,2693.45
21BCF7DA,MERCH_0626,Tata Power,Electricity Bill,39.24,Successful,936.51
E5AEF394,MERCH_0005,AbhiBus,Bus Ticket,36.76,Successful,3513.9
174B3750,MERCH_0185,BSES,Electricity Bill,29.3,Successful,4792.41
79183AA4,MERCH_0550,Paytm Bus,Bus Ticket,44.92,Successful,3228.53
0268C0FE,MERCH_0537,Bharat Gas,Gas Bill,34.81,Successful,8328.33
D0FF80DF,MERCH_0357,Zomato,Food Delivery,3.6,Successful,1709.78
8D30168E,MERCH_0095,INOX,Movie Ticket,21.87,Successful,2348.45
08727B35,MERCH_0994,LIC,Insurance Premium,0.57,Successful,4571.47
BBD67CBE,MERCH_0318,Hathway,Internet Bill,14.43,Failed,853.06
F82C7CF2,MERCH_0309,Flipkart,Online Shopping,38.34,Successful,420.58
C918F0D8,MERCH_0615,EaseMyTrip,Flight Booking,47.43,Successful,9922.47
879B9F74,MERCH_0779,Yatra,Flight Booking,4.7,Successful,9345.97
FAB49177,MERCH_0399,OYO Rooms,Hotel Booking,31.35,Successful,2513.61
10E41228,MERCH_0069,Paytm Bus,Bus Ticket,25.31,Successful,3679.27
9832BF65,MERCH_0090,Hyderabad Water Board,Water Bill,42.03,Successful,6824.58
251740C7,MERCH_0647,Udemy,Education Fee,12.65,Successful,9637.2
D6D447A5,MERCH_0870,Goibibo,Bus Ticket,43.1,Successful,6163.63
1876668A,MERCH_0132,Goibibo,Bus Ticket,49.32,Successful,1343.95
85D75EFC,MERCH_0458,MakeMyTrip Bus,Bus Ticket,7.9,Successful,1406.37
0604871B,MERCH_0601,Foodpanda,Food Delivery,28.89,Successful,4867.85
F510605E,MERCH_0640,MakeMyTrip,Flight Booking,9.75,Successful,256.9
89F39656,MERCH_0248,Yatra,Flight Booking,11.76,Successful,2024.18
F69667AF,MERCH_0038,Meru,Taxi Fare,36.36,Successful,3442.47
AE18B14F,MERCH_0831,Amazon Pay,Gift Card,35.92,Successful,1842.26
0D63A8FA,MERCH_0526,BSNL,Mobile Recharge,39.78,Successful,3638.28
4BDF7BB6,MERCH_0711,Max Life,Insurance Premium,42.67,Successful,9392.97
CC96CCF6,MERCH_0860,Flipkart Supermart,Grocery Shopping,16.22,Successful,9860.86
04B7C50F,MERCH_0440,Amazon Pantry,Grocery Shopping,6.44,Successful,3102.92
E880F2E1,MERCH_0464,ZEE5,Streaming Service,34.5,Successful,8895.22
C897C3A0,MERCH_0026,Airtel,Mobile Recharge,13.6,Successful,5574.5
615BA245,MERCH_0676,SonyLIV,Streaming Service,2.3,Successful,898.46
79BD0A18,MERCH_0651,BSNL Broadband,Internet Bill,30.41,Successful,8120.55
DE9765F6,MERCH_0195,ICICI Prudential,Insurance Premium,44.48,Successful,5577.2
B667DD27,MERCH_0582,Axis Bank,Loan Repayment,36.05,Successful,3572.19
636A14DF,MERCH_0314,Airbnb,Rent Payment,5.76,Successful,9374.25
EAEFAEE6,MERCH_0496,Airbnb,Hotel Booking,26.83,Successful,8175.45
E8C5627E,MERCH_0268,Swiggy,Food Delivery,49.68,Successful,1198.57
F01C7592,MERCH_0524,Hyderabad Water Board,Water Bill,35.13,Successful,6744.94
458BC7CC,MERCH_0941,ACT Fibernet,Internet Bill,37.18,Successful,1553.85
6BE9E7C6,MERCH_0185,Vedantu,Education Fee,5.48,Successful,5400.65
3E00B5CA,MERCH_0536,Call of Duty Mobile,Gaming Credits,36.09,Pending,9029.37
E2024690,MERCH_0678,Hyderabad Water Board,Water Bill,9.89,Successful,3152.06
CF4FF96F,MERCH_0638,Adani Gas,Gas Bill,25.49,Successful,8762.96
DE059321,MERCH_0837,Coursera,Education Fee,1.67,Successful,5540.38
F0E55577,MERCH_0063,Airbnb,Rent Payment,32.47,Successful,9093.51
4F02E96D,MERCH_0117,Adani Gas,Gas Bill,30.31,Successful,4142.15
3CDC897E,MERCH_0924,Carnival Cinemas,Movie Ticket,2.53,Successful,5648.03
7B441D9B,MERCH_0082,Paytm Bus,Bus Ticket,9.42,Successful,5584.34
77EBD42C,MERCH_0214,RedBus,Bus Ticket,13.46,Successful,6996.98
A791FFF7,MERCH_0102,Indraprastha Gas,Gas Bill,31.29,Successful,6089.3
6677D860,MERCH_0377,Uber Eats,Food Delivery,22.73,Successful,4992.53
BC8742EE,MERCH_0415,Cleartrip,Flight Booking,9.47,Successful,4534.19
91AFDB1A,MERCH_0313,Vedantu,Education Fee,36.04,Successful,1316.68
7A33759C,MERCH_0510,Idea,Mobile Recharge,12.86,Failed,4807.1
3469569A,MERCH_0709,Cleartrip,Flight Booking,21.41,Successful,6508.33
3AF1D130,MERCH_0150,Airtel,Mobile Recharge,39.84,Successful,5449.7
03B2270F,MERCH_0210,Amazon Prime,Streaming Service,46.74,Successful,9739.5
25A3640A,MERCH_0120,Max Life,Insurance Premium,48.01,Successful,3132.57
608B3F4F,MERCH_0414,NoBroker,Rent Payment,33.5,Successful,2466.42
65E19F0D,MERCH_0156,MakeMyTrip,Flight Booking,14.0,Successful,2232.24
154303A7,MERCH_0937,BSES,Electricity Bill,49.61,Successful,1741.88
59210FCF,MERCH_0331,PVR Cinemas,Movie Ticket,3.42,Successful,6953.77
6.89E+84,MERCH_0882,ZEE5,Streaming Service,22.31,Pending,4740.23
ED4726E9,MERCH_0945,Idea,Mobile Recharge,46.29,Successful,3673.5
5FE7ADF4,MERCH_0864,OYO Life,Rent Payment,15.61,Successful,2843.19
AA7E8462,MERCH_0628,Amazon Pantry,Grocery Shopping,4.09,Successful,5930.23
AFD33884,MERCH_0527,CESC,Electricity Bill,15.63,Successful,6599.62
44FEDFD8,MERCH_0116,Mahanagar Gas,Gas Bill,38.03,Successful,6324.41
34D1FF76,MERCH_0579,Flipkart,Online Shopping,0.27,Successful,6810.18
605A199D,MERCH_0888,Jio Fiber,Internet Bill,39.15,Successful,8123.2
7A1809CF,MERCH_0158,Udemy,Education Fee,15.75,Successful,2151.26
0F16A234,MERCH_0276,Carnival Cinemas,Movie Ticket,13.65,Successful,2662.31
1AAAE43C,MERCH_0935,Shoppers Stop,Gift Card,12.95,Successful,2962.48
CE44129C,MERCH_0538,ZEE5,Streaming Service,47.59,Successful,1884.1
6DBFA698,MERCH_0864,Reliance Energy,Electricity Bill,4.41,Successful,5794.1
09925B6E,MERCH_0759,Tata Power,Electricity Bill,43.06,Successful,9596.95
285097F5,MERCH_0531,Adani Gas,Gas Bill,35.0,Successful,7615.05
FF0018CD,MERCH_0327,EaseMyTrip,Flight Booking,0.38,Successful,6584.41
D3359A12,MERCH_0914,Udemy,Education Fee,47.79,Successful,5883.99
48D5DBFC,MERCH_0305,Jugnoo,Taxi Fare,43.71,Successful,3997.82
3935B0CD,MERCH_0255,Fab Hotels,Hotel Booking,23.2,Successful,402.59
EB09BBC9,MERCH_0956,Zomato,Food Delivery,17.44,Successful,7260.05
2396812D,MERCH_0924,Airtel,Mobile Recharge,21.2,Successful,5618.6
E0008CCF,MERCH_0638,Grofers,Grocery Shopping,1.03,Successful,5287.95
C889E6D8,MERCH_0116,Jugnoo,Taxi Fare,19.02,Successful,2541.05
A620597D,MERCH_0745,Roblox,Gaming Credits,30.5,Successful,8669.17
6DC80E66,MERCH_0463,Idea,Mobile Recharge,21.61,Successful,9815.73
239E2872,MERCH_0475,Tata Power,Electricity Bill,34.41,Successful,4666.76
90E06D96,MERCH_0455,PUBG Mobile,Gaming Credits,40.67,Failed,382.43
